iata,icao,faa,latitude,longitude,,
RNT,KRNT,,47.4931,-122.216,,
RSJ,,,48.6457,-122.868,,
SEA,KSEA,,47.449,-122.309,,
SFF,KSFF,,47.6828,-117.323,,
SHN,KSHN,,47.2336,-123.148,,
SKA,KSKA,,47.6151,-117.656,,
SQV,,,48.0981,-123.187,,
SSW,,,48.6729,-123.176,,
TCM,KTCM,,47.1377,-122.476,,
TDO,KTDO,,46.4772,-122.806,,
TIW,KTIW,,47.2679,-122.578,,
TWD,,,48.0538,-122.811,,
UIL,KUIL,,47.9366,-124.563,,
WDN,,,48.7118,-123.018,,
WSX,,,48.6179,-122.953,,
YKM,KYKM,,46.5682,-120.544,,
BKW,KBKW,,37.7873,-81.1242,,
BLF,KBLF,,37.2958,-81.2077,,
CKB,KCKB,,39.2966,-80.2281,,
CRW,KCRW,,38.3731,-81.5932,,
EKN,KEKN,,38.8894,-79.8571,,
GWV,,,39.9487,-80.7595,,
HLG,KHLG,,40.175,-80.6463,,
HTS,KHTS,,38.3667,-82.558,,
LWB,KLWB,,37.8583,-80.3995,,
MGW,KMGW,,39.6429,-79.9163,,
MRB,KMRB,,39.4019,-77.9846,,
ODM,,,39.2808,-79.3374,,
PGC,,,38.9949,-79.1459,,
PKB,KPKB,,39.3451,-81.4392,,
AHH,KAHH,,45.2811,-92.3754,,
ARV,KARV,,45.9279,-89.7309,,
ASX,KASX,,46.5485,-90.919,,
ATW,KATW,,44.2581,-88.5191,,
AUW,KAUW,,44.9262,-89.6266,,
CLI,KCLI,,44.6138,-88.7313,,
CMY,KCMY,,43.9583,-90.7379,,
CWA,KCWA,,44.7776,-89.6668,,
EAU,KEAU,,44.8658,-91.4843,,
EGV,KEGV,,45.9323,-89.2683,,
ENW,KENW,,42.5957,-87.9278,,
ETB,KETB,,43.4222,-88.1279,,
FLD,KFLD,,43.7712,-88.4884,,
GRB,KGRB,,44.4851,-88.1296,,
GTG,KGTG,,45.7981,-92.6644,,
HYR,KHYR,,46.0252,-91.4443,,
ISW,KISW,,44.3603,-89.839,,
JVL,KJVL,,42.6203,-89.0416,,
LNR,KLNR,,43.2117,-90.1816,,
LSE,KLSE,,43.879,-91.2567,,
MDF,KMDZ,,45.101,-90.3033,,
MFI,KMFI,,44.6369,-90.1893,,
MKE,KMKE,,42.9472,-87.8966,,
MSN,KMSN,,43.1399,-89.3375,,
MTW,KMTW,,44.1288,-87.6806,,
MWC,KMWC,,43.1104,-88.0344,,
OEO,KOEO,,45.31,-92.6919,,
OSH,KOSH,,43.9844,-88.557,,
PCD,KPDC,,43.0193,-91.1237,,
PKF,KPKF,,45.955,-90.4244,,
PRW,,,45.543,-90.2793,,
RAC,KRAC,,42.7606,-87.8152,,
RHI,KRHI,,45.6312,-89.4675,,
RIE,KRPD,,45.419,-91.7735,,
RNH,KRNH,,45.1483,-92.5381,,
RRL,KRRL,,45.1989,-89.7129,,
SBM,KSBM,,43.7696,-87.8514,,
STE,KSTE,,44.5452,-89.5303,,
SUE,KSUE,,44.8437,-87.4215,,
SUW,KSUW,,46.6897,-92.0947,,
UES,KUES,,43.041,-88.2371,,
UNU,KUNU,,43.4266,-88.7032,,
VOK,KVOK,,43.939,-90.2534,,
XES,,,42.6149,-88.3896,,
AFO,KAFO,,42.7112,-110.942,,
BPI,KBPI,,42.5851,-110.111,,
BYG,KBYG,,44.3811,-106.722,,
COD,KCOD,,44.5202,-109.024,,
CPR,KCPR,,42.908,-106.464,,
CYS,KCYS,,41.1557,-104.812,,
DGW,KDGW,,42.7972,-105.386,,
EAN,KEAN,,42.0555,-104.929,,
ECS,KECS,,43.8854,-104.318,,
EMM,KEMM,,41.8241,-110.557,,
EVW,KEVW,,41.2748,-111.035,,
FBR,KFBR,,41.3919,-110.407,,
GCC,KGCC,,44.3489,-105.539,,
GEY,KGEY,,44.5168,-108.083,,
JAC,KJAC,,43.6073,-110.738,,
LAR,KLAR,,41.3121,-105.675,,
LND,KLND,,42.8152,-108.73,,
LSK,KLSK,,42.7538,-104.405,,
POY,KPOY,,44.8672,-108.793,,
PWY,KPNA,,42.7955,-109.807,,
RIW,KRIW,,43.0642,-108.46,,
RKS,KRKS,,41.5942,-109.065,,
RWL,KRWL,,41.8056,-107.2,,
SAA,KSAA,,41.4449,-106.824,,
SHR,KSHR,,44.7692,-106.98,,
THP,KTHP,,43.7136,-108.39,,
TOR,KTOR,,42.0645,-104.153,,
WRL,KWRL,,43.9657,-107.951,,
,,1K4,35.1550675,-97.4703939,,
,,1K2,34.8494514,-97.5852917,,
,,KLAW,34.5677144,-98.4166367,,
,,1O8,34.458625,-99.1713333,,
,,2K4,34.8926111,-99.5282222,,
,,SWO,36.1613894,-97.0858933,,
,,RVS,36.0395842,-95.9845947,,
,,MPJ,35.1388333,-92.9091944,,
,,PNC,36.7319547,-97.0997822,,
,,O53,36.7905842,-97.7489972,,
,,AVK,36.7735767,-98.6711663,,
,,HQG,37.1633583,-101.3706775,,
,,LBL,37.0439211,-100.9599686,,
