Count,Attributes
1,"('3...', 'S-ILS')"
1,"('S-LOC', '6')"
1,"('6', 'CATS')"
1,"('5000', 'AND')"
1,"('OBST', 'CRANES')"
1,"('CRANES', 'LGT')"
1,"('LGT', 'AND')"
1,"('AND', 'FLAGGED')"
1,"('FLAGGED', 'APPROXIMATELY')"
1,"('APPROXIMATELY', '1NM')"
1,"('1NM', 'SW')"
1,"('SW', '150AGL.')"
1,"('19R', 'RVRR')"
1,"('(ASR', '1044812)')"
1,"('1044812)', '380438.30N0845819.90W')"
1,"('380438.30N0845819.90W', '(7.0NM')"
1,"('FFT)', '1148.3FT')"
1,"('1148.3FT', '(220.1FT')"
1,"('(ASR', '1258762)')"
1,"('1258762)', '384602.50N0912839.10W')"
1,"('384602.50N0912839.10W', '(3.8NM')"
1,"('63M)', '861.9FT')"
1,"('861.9FT', '(250.0FT')"
1,"('13,', 'TREE,')"
1,"('DER,', '428')"
1,"('TO', '5816')"
1,"('5816', 'FT')"
1,"('BEGINNING', '517')"
1,"('DER,', '296')"
1,"('296', 'FT')"
1,"('TO', '5817')"
1,"('5817', 'FT')"
1,"('TREES,', 'TRAVERSE_WAY,')"
1,"('TRAVERSE_WAY,', 'BUILDINGS')"
1,"('BEGINNING', '769')"
1,"('769', 'FT')"
1,"('TO', '5821')"
1,"('5821', 'FT')"
1,"('BEGINNING', '1012')"
1,"('1012', 'FT')"
1,"('DER,', '657')"
1,"('657', 'FT')"
1,"('FT', 'AGL/5791')"
1,"('AGL/5791', 'FT')"
1,"('BEGINNING', '1079')"
1,"('FT', 'AGL/5842')"
1,"('AGL/5842', 'FT')"
1,"('BEGINNING', '1285')"
1,"('TO', '5795')"
1,"('5795', 'FT')"
1,"('TREE', '1481')"
1,"('1481', 'FT')"
1,"('DER,', '857')"
1,"('CENTERLINE,', '5798')"
1,"('5798', 'FT')"
1,"('POLE', '1651')"
1,"('1651', 'FT')"
1,"('CENTERLINE,', '5802')"
1,"('5802', 'FT')"
1,"('TREE', '1769')"
1,"('1769', 'FT')"
1,"('CENTERLINE,', '5804')"
1,"('5804', 'FT')"
1,"('BEGINNING', '1946')"
1,"('1946', 'FT')"
1,"('TO', '5833')"
1,"('5833', 'FT')"
1,"('BEGINNING', '2382')"
1,"('2382', 'FT')"
1,"('TO', '5835')"
1,"('5835', 'FT')"
1,"('BEGINNING', '2455')"
1,"('2455', 'FT')"
1,"('DER,', '358')"
1,"('358', 'FT')"
1,"('TO', '5836')"
1,"('5836', 'FT')"
1,"('BEGINNING', '2480')"
1,"('2480', 'FT')"
1,"('FT', 'AGL/5837')"
1,"('AGL/5837', 'FT')"
1,"('BEGINNING', '2939')"
1,"('2939', 'FT')"
1,"('DER,', '391')"
1,"('TO', '5849')"
1,"('5849', 'FT')"
1,"('TREE', '3170')"
1,"('3170', 'FT')"
1,"('DER,', '520')"
1,"('520', 'FT')"
1,"('RIGHT', 'ALL')"
1,"('CO.', 'OF')"
1,"('CENTERLINE,', '5841')"
1,"('5841', 'FT')"
1,"('BEGINNING', '3281')"
1,"('3281', 'FT')"
1,"('TO', '5854')"
1,"('5854', 'FT')"
1,"('BEGINNING', '3528')"
1,"('TO', '5859')"
1,"('5859', 'FT')"
1,"('BEGINNING', '3849')"
1,"('3849', 'FT')"
1,"('DER,', '476')"
1,"('476', 'FT')"
1,"('TO', '5867')"
1,"('5867', 'FT')"
1,"('TREE', '4445')"
1,"('4445', 'FT')"
1,"('CENTERLINE,', '5870')"
1,"('5870', 'FT')"
1,"('TREE', '4554')"
1,"('4554', 'FT')"
1,"('CENTERLINE,', '5874')"
1,"('5874', 'FT')"
1,"('TREE', '4745')"
1,"('4745', 'FT')"
1,"('CENTERLINE,', '89')"
1,"('FT', 'AGL/5883')"
1,"('AGL/5883', 'FT')"
1,"('ANTENNA', '4963')"
1,"('4963', 'FT')"
1,"('DER,', '1479')"
1,"('1479', 'FT')"
1,"('CENTERLINE,', '5884')"
1,"('5884', 'FT')"
1,"('TOWER,', 'BUILDING')"
1,"('BEGINNING', '5662')"
1,"('5662', 'FT')"
1,"('DER,', 'RIGHT')"
1,"('BUILDING', '5665')"
1,"('5665', 'FT')"
1,"('CENTERLINE,', '111')"
1,"('FT', 'AGL/5741')"
1,"('AGL/5741', 'FT')"
1,"('SIGN', '23')"
1,"('FT', 'AGL/5736')"
1,"('AGL/5736', 'FT')"
1,"('31,', 'ELECTRICAL_SYSTEM')"
1,"('ELECTRICAL_SYSTEM', '5')"
1,"('FT', 'AGL/5700')"
1,"('AGL/5700', 'FT')"
1,"('MSL.', 'GENERAL')"
1,"('GENERAL', 'UTILITY')"
1,"('UTILITY', '15')"
1,"('FT', 'AGL/5699')"
1,"('AGL/5699', 'FT')"
1,"('VEGETATION', '34')"
1,"('CENTERLINE,', '11')"
1,"('FT', 'AGL/5705')"
1,"('AGL/5705', 'FT')"
1,"('CENTERLINE,', '5706')"
1,"('5706', 'FT')"
1,"('CO.', 'TRANSMISSION')"
1,"('LINE', '212')"
1,"('DER,', '504')"
1,"('FT', 'AGL/5718')"
1,"('AGL/5718', 'FT')"
1,"('BEGINNING', '239')"
1,"('TO', '5713')"
1,"('5713', 'FT')"
1,"('BEGINNING', '273')"
1,"('FT', 'AGL/5724')"
1,"('AGL/5724', 'FT')"
1,"('TREE', '960')"
1,"('CENTERLINE,', '5727')"
1,"('5727', 'FT')"
1,"('TREE', '994')"
1,"('CENTERLINE,', '5734')"
1,"('5734', 'FT')"
1,"('TREE', '4829')"
1,"('4829', 'FT')"
1,"('DER,', '1786')"
1,"('1786', 'FT')"
1,"('CENTERLINE,', '5820')"
1,"('5820', 'FT')"
1,"('35,', 'ELECTRICAL_SYSTEM')"
1,"('ELECTRICAL_SYSTEM', '7')"
1,"('SYSTEM', '7')"
1,"('TREE', '1385')"
1,"('DER,', '862')"
1,"('862', 'FT')"
1,"('DER,', '625')"
1,"('625', 'FT')"
1,"('FT', 'AGL/5755')"
1,"('AGL/5755', 'FT')"
1,"('AT', '2411060324.')"
1,"('2411060324.', 'COND')"
1,"('OF', '373251N1221852W')"
1,"('373251N1221852W', '(2.7NM')"
1,"('WNW', 'SQL)')"
1,"('SQL)', 'SFC-400FT')"
1,"('UNKNOWN)', '381547N0855016W')"
1,"('381547N0855016W', '(6.6NM')"
1,"('NW', 'SDF)')"
1,"('SDF)', '374FT')"
1,"('374FT', '(636FT')"
1,"('(636FT', 'AGL)')"
1,"('(ASR', '1044385)')"
1,"('1044385)', '380643.30N0843446.50W')"
1,"('380643.30N0843446.50W', '(4.7NM')"
1,"('LEX)', '1226.7FT')"
1,"('1226.7FT', '(320.9FT')"
1,"('(320.9FT', 'AGL)')"
1,"('OF', 'ICT')"
1,"('ICT', 'SFC-10000FT')"
1,"('SFC-10000FT', 'DLY')"
1,"('AS', '384507.50N0773205.00W')"
1,"('384507.50N0773205.00W', '(1.7NM')"
1,"('(1.7NM', 'NW')"
1,"('TO', '384452.40N0773247.10W')"
1,"('384452.40N0773247.10W', '(1.1NM')"
1,"('TO', '384416.40N0773238.60W')"
1,"('384416.40N0773238.60W', '(1.1NM')"
1,"('TO', '384438.90N0773135.40W')"
1,"('384438.90N0773135.40W', '(.7NM')"
1,"('29R', 'RTHL')"
1,"('12R,', 'ORIG-C...')"
1,"('ORIG-C...', 'PBN')"
1,"('GPS.', 'AUTHORIZATION')"
1,"('AUTHORIZATION', 'REQUIRED')"
1,"('REQUIRED', 'FROM')"
1,"('FROM', 'HRBEE')"
1,"('HRBEE', 'OR')"
1,"('OR', 'RRIPP:')"
1,"('RRIPP:', 'RF.')"
1,"('RF.', 'EQUIPMENT')"
1,"('NOTE:', 'RADAR')"
1,"('PROCEDURE', 'ENTRY.')"
1,"('ENTRY.', 'CHART')"
1,"('-16C', 'OR')"
1,"('54C.', 'CHANGE')"
1,"('NOTE:', 'GPS')"
1,"('REQUIRED.', 'AIRPORT')"
1,"('12R,', 'ORIG-D.')"
1,"('CA.', 'SILENT')"
1,"('SILENT', 'THREE')"
1,"('(ASR', '1047885)')"
1,"('1047885)', '380707.00N1204331.00W')"
1,"('380707.00N1204331.00W', '(4.0NM')"
1,"('WSW', 'CPU)')"
1,"('CPU)', '3094.2FT')"
1,"('3094.2FT', '(346.1FT')"
1,"('OF', '361758N0981010W')"
1,"('361758N0981010W', '(4.1NM')"
1,"('(4.1NM', 'S')"
1,"('S', '4O7)')"
1,"('4O7)', '1820FT')"
1,"('1820FT', '(499FT')"
1,"('FOE', 'APRON')"
1,"('AT', '2312010522.')"
1,"('USING', 'TERRE')"
1,"('TERRE', 'HAUTE')"
1,"('HAUTE', 'RGNL')"
1,"('SETTING.', '2311301703-2511301703EST')"
1,"('26L', 'GP')"
1,"('(ASR', '1008552)')"
1,"('1008552)', '382043.20N0901444.10W')"
1,"('382043.20N0901444.10W', '(14.2NM')"
1,"('(14.2NM', 'SSW')"
1,"('CPS)', '909.1FT')"
1,"('909.1FT', '(264.1FT')"
1,"('A3615/24', 'NOTAMC')"
1,"('NOTAMC', 'A3605/24')"
1,"('A3605/24', 'Q)')"
1,"('A2', 'BTN')"
1,"('ALS', 'AD')"
1,"('AS', 'MAP021060')"
1,"('MAP021060', 'TO')"
1,"('TO', 'FAM022028')"
1,"('FAM022028', 'TO')"
1,"('TO', 'FAM107045')"
1,"('FAM107045', 'TO')"
1,"('TO', 'FAM206035')"
1,"('FAM206035', 'TO')"
1,"('TO', 'MAP214060')"
1,"('MAP214060', 'TO')"
1,"('TO', 'MAP214053')"
1,"('MAP214053', 'TO')"
1,"('TO', 'MAP268035')"
1,"('MAP268035', 'TO')"
1,"('TO', 'MAP287044')"
1,"('MAP287044', 'TO')"
1,"('TO', 'MAP316036')"
1,"('MAP316036', 'TO')"
1,"('TO', 'MAP347040')"
1,"('MAP347040', 'TO')"
1,"('TO', 'MAP011049')"
1,"('MAP011049', 'TO')"
1,"('ODP', 'EVANSVILLE')"
1,"('9A...', 'TAKEOFF')"
1,"('MINIMUMS:', 'RWYS')"
1,"('RWYS', '9,')"
1,"('27,', 'NA')"
1,"('ENVIRONMENTAL.', '2304031817-2504301817EST')"
1,"('2100.', '2304271955-2504271955EST')"
1,"('(ASR', '1007158)')"
1,"('1007158)', '383710.00N0901412.00W')"
1,"('383710.00N0901412.00W', '(2.5NM')"
1,"('W', 'MO7)')"
1,"('MO7)', '910.8FT')"
1,"('910.8FT', '(370.7FT')"
1,"('(370.7FT', 'AGL)')"
1,"('36C', 'HLDG')"
1,"('RWY', '9/27')"
1,"('9/27', 'RIGHT')"
1,"('14C...', 'MISSED')"
1,"('HEADING', '143')"
1,"('143', 'AND')"
1,"('ON', 'STL')"
1,"('STL', 'VORTAC')"
1,"('VORTAC', 'R-170')"
1,"('TO', 'IMPER')"
1,"('IMPER', 'INT/STL')"
1,"('INT/STL', '24.82')"
1,"('24.82', 'DME')"
1,"('ZID.', 'V59')"
1,"('V59', 'PARKERSBURG')"
1,"('WV', 'R-176')"
1,"('TO', 'BECKLEY')"
1,"('BECKLEY', '(BKW)')"
1,"('(BKW)', 'VOR/DME,')"
1,"('WV', 'R-359')"
1,"('R-359', 'NA')"
1,"('NA', 'SOUTHBOUND')"
1,"('SOUTHBOUND', 'EXCEPT')"
1,"('(ASN', '2018-AEA-7085-OE)')"
1,"('2018-AEA-7085-OE)', '391259N0763159W')"
1,"('391259N0763159W', '(3.8NM')"
1,"('A3620/24', 'NOTAMC')"
1,"('NOTAMC', 'A3619/24')"
1,"('A3619/24', 'Q)')"
1,"('B)', '2411241925')"
1,"('2411241925', 'E)')"
1,"('IAP', 'PANGUITCH')"
1,"('RWY', '01.')"
1,"('01.', '2410091254-2610211253EST')"
1,"('AT', '2303211309.')"
1,"('A1791/24', 'NOTAMC')"
1,"('NOTAMC', 'A1789/24')"
1,"('A1789/24', 'Q)')"
1,"('AT', '2411251040.')"
1,"('2411251040.', 'CANCELED')"
1,"('EFFECT.', 'ARRIVALS,')"
1,"('ARRIVALS,', 'DEPARTURES,')"
1,"('DEPARTURES,', 'AND')"
1,"('LOCAL', 'TRAINING')"
1,"('TRAINING', 'SORTIES')"
1,"('SORTIES', 'WILL')"
1,"('SCHEDULED', 'WITHIN')"
1,"('WITHIN', '+/-1')"
1,"('+/-1', 'HOUR')"
1,"('HOUR', 'OF')"
1,"('OF', 'SUNRISE')"
1,"('SUNRISE', '&')"
1,"('&', 'SUNSET')"
1,"('SUNSET', 'UNLESS')"
1,"('UNLESS', 'WAIVED')"
1,"('WAIVED', 'BY')"
1,"('THE', 'RESPECTIVE')"
1,"('RESPECTIVE', 'OG/CC.')"
1,"('OG/CC.', 'PAG,')"
1,"('PAG,', 'CVAM,')"
1,"('CVAM,', 'AND')"
1,"('AND', 'BANNER')"
1,"('BANNER', 'EXPRESS')"
1,"('EXPRESS', 'TASKED')"
1,"('TASKED', 'MISSIONS')"
1,"('MISSIONS', 'ARE')"
1,"('ARE', 'EXEMPT.')"
1,"('EXEMPT.', 'NON-USAF')"
1,"('NON-USAF', 'DOD')"
1,"('AND', 'CIVILIAN')"
1,"('CIVILIAN', 'AIRCRAFT')"
1,"('AIRCRAFT', 'COMMANDERS')"
1,"('COMMANDERS', 'WILL')"
1,"('WILL', 'ABIDE')"
1,"('ABIDE', 'BY')"
1,"('BY', 'AGENCY/COMPANY')"
1,"('AGENCY/COMPANY', 'GUIDANCE.')"
1,"('IAP', 'DAVIESS')"
1,"('DAVIESS', 'COUNTY,')"
1,"('COUNTY,', 'WASHINGTON,')"
1,"('WASHINGTON,', 'IN.')"
1,"('A', 'CMDA')"
1,"('CMDA', '1040/HAA')"
1,"('1040/HAA', '568;')"
1,"('568;', 'CATS')"
1,"('CATS', 'B')"
1,"('C', 'CMDA')"
1,"('CMDA', '1080/HAA')"
1,"('1080/HAA', '608;')"
1,"('608;', 'CAT')"
1,"('D', 'CMDA')"
1,"('CMDA', '1300/HAA')"
1,"('1300/HAA', '828.')"
1,"('828.', 'CIRCLING')"
1,"('SM.', '2410221619-2710221619EST')"
1,"('A4463/24', 'NOTAMC')"
1,"('NOTAMC', 'A4453/24')"
1,"('A4453/24', 'Q)')"
1,"('AP1/FLIP', 'UPDATE:')"
1,"('UPDATE:', 'BASH')"
1,"('II.', 'PERIOD')"
1,"('PERIOD', 'OF')"
1,"('OF', 'INCREASED')"
1,"('ACTIVITY', 'FROM')"
1,"('FROM', '01')"
1,"('01', 'OCTOBER')"
1,"('OCTOBER', 'THROUGH')"
1,"('THROUGH', '30')"
1,"('30', 'APRIL.')"
1,"('APRIL.', 'BASH')"
1,"('PHASE', 'II-')"
1,"('II-', 'ALPHA')"
1,"('ALPHA', 'AIRCRAFT')"
1,"('OPERATIONS.', 'BASH')"
1,"('-', 'BRAVO')"
1,"('BRAVO', 'AIRCRAFT')"
1,"('2', 'HOURS')"
1,"('25', 'LOC/DME')"
1,"('(ASR', '1204335)')"
1,"('1204335)', '381357.90N1043642.80W')"
1,"('381357.90N1043642.80W', '(6.4NM')"
1,"('WSW', 'PUB)')"
1,"('PUB)', '5066.3FT')"
1,"('5066.3FT', '(269.7FT')"
1,"('(ASR', '1000013)')"
1,"('1000013)', '382510.00N0854012.00W')"
1,"('382510.00N0854012.00W', '(4.5NM')"
1,"('JVY)', '847.8FT')"
1,"('847.8FT', '(257.9FT')"
1,"('(ASR', '1056953)')"
1,"('1056953)', '391327.00N0841907.00W')"
1,"('391327.00N0841907.00W', '(8.7NM')"
1,"('NNE', 'LUK)')"
1,"('LUK)', '867.1FT')"
1,"('867.1FT', '(291.0FT')"
1,"('AIRSPACE', 'R6602A')"
1,"('R6602A', 'ACT')"
1,"('ACT', 'SFC-3999FT')"
1,"('S', 'SFC')"
1,"('SIGNS', 'BTN')"
1,"('(ASR', '1253753)')"
1,"('1253753)', '374727.00N1221519.60W')"
1,"('374727.00N1221519.60W', '(4.5NM')"
1,"('OAK)', '259.2FT')"
1,"('259.2FT', '(245.4FT')"
1,"('(245.4FT', 'AGL)')"
1,"('ZDC', 'DE..ROUTE')"
1,"('IAP', 'EVANSVILLE')"
1,"('DA', '944/HAT')"
1,"('944/HAT', '560')"
1,"('560', 'ALL')"
1,"('900/HAT', '516.')"
1,"('516.', 'VIS')"
1,"('CRANES,', '587')"
1,"('587', 'MSL,')"
1,"('BEGINNING', '1.25')"
1,"('36', '(2024-AGL-3916/4233/4234/4236/4238/4240/4241-OE).')"
1,"('(2024-AGL-3916/4233/4234/4236/4238/4240/4241-OE).', '2406011100-2512081932EST')"
1,"('UNUSABLE.', '2303091604-2503091604EST')"
1,"('(ASN', '2023-AEA-13102-OE)')"
1,"('2023-AEA-13102-OE)', '385335N0770244W')"
1,"('385335N0770244W', '(2.3NM')"
1,"('09W)', '288FT')"
1,"('288FT', '(262FT')"
1,"('AERODROME', 'ASOS')"
1,"('ASOS', 'INFO')"
1,"('INFO', 'AVBL')"
1,"('AVBL', 'WHEN')"
1,"('WHEN', 'AFLD')"
1,"('AFLD', 'IS')"
1,"('IS', 'CLSD')"
1,"('CLSD', 'ON')"
1,"('ON', '355.3')"
1,"('ZDC', 'MD..AIRSPACE')"
1,"('FACILITY.', '2302110000-2512312359')"
1,"('REMOVED.', '2312141726-2512311726EST')"
1,"('OBSTACLE', 'POLE')"
1,"('POLE', '385200N0770300W')"
1,"('385200N0770300W', '(0.9NM')"
1,"('(0.9NM', 'WEST')"
1,"('WEST', 'KJPN)')"
1,"('KJPN)', '87FT')"
1,"('87FT', 'MSL')"
1,"('MSL', '(44FT')"
1,"('(44FT', 'AGL)')"
1,"('(ASR', '1000358)')"
1,"('1000358)', '384030.20N0845818.80W')"
1,"('384030.20N0845818.80W', '(2.0NM')"
1,"('W', '8GK)')"
1,"('8GK)', '1105.0FT')"
1,"('1105.0FT', '(298.9FT')"
1,"('FOE', 'NAV')"
1,"('SID', 'WASHINGTON')"
1,"('DC.', 'CAPITAL')"
1,"('CAPITAL', 'ONE')"
1,"('PUBLISHED.', '2411041339-2506161334EST')"
1,"('(ASR', '1279892)')"
1,"('1279892)', '382155.30N0923553.90W')"
1,"('382155.30N0923553.90W', '(1.3NM')"
1,"('W', 'H79)')"
1,"('H79)', '1161.7FT')"
1,"('1161.7FT', '(259.8FT')"
1,"('AT', '2304260149.')"
1,"('2304260149.', 'COND')"
1,"('LCTD', ""360'"")"
1,"(""360'"", 'NW')"
1,"('HELIPAD,', ""78'"")"
1,"(""78'"", 'MSL')"
1,"('FOA.', 'SFC-3000FT.')"
1,"('RWY', '212')"
1,"('212', 'BOTTOM')"
1,"('BOTTOM', 'RIGHT')"
1,"('RIGHT', 'COVERT')"
1,"('COVERT', 'LIGHT')"
1,"('LIGHT', 'UNSERVICEABLE')"
1,"('S', 'HLDG')"
1,"('(ASR', '1264992)')"
1,"('1264992)', '380029.90N1213209.90W')"
1,"('380029.90N1213209.90W', '(9.7NM')"
1,"('(9.7NM', 'WSW')"
1,"('WSW', 'O20)')"
1,"('O20)', '111.2FT')"
1,"('111.2FT', '(126.0FT')"
1,"('(126.0FT', 'AGL)')"
1,"('(ASR', '1323502)')"
1,"('1323502)', '375859.91N0913539.83W')"
1,"('375859.91N0913539.83W', '(9.4NM')"
1,"('UBX)', '1273FT')"
1,"('1273FT', '(265FT')"
1,"('INOPERATIVE', 'NOTES')"
1,"('TO', 'LPV.')"
1,"('LPV.', 'FOR')"
1,"('USING', 'MARTINSBURG')"
1,"('MARTINSBURG', 'ALTIMETER')"
1,"('SM,', 'LNAV/VNAV')"
1,"('800', '2-1/2;')"
1,"('2-1/2;', 'NA')"
1,"('AVAILABLE.', '2309131150-2509131149EST')"
1,"('MTJ', 'OBST')"
1,"('(ASR', '1059414)')"
1,"('1059414)', '385951.00N0854748.00W')"
1,"('385951.00N0854748.00W', '(6.9NM')"
1,"('(6.9NM', 'NE')"
1,"('NE', 'SER)')"
1,"('SER)', '866.1FT')"
1,"('866.1FT', '(265.7FT')"
1,"('(265.7FT', 'AGL)')"
1,"('A4005/24', 'NOTAMC')"
1,"('NOTAMC', 'A3976/24')"
1,"('A3976/24', 'Q)')"
1,"('Q)', 'KZID/QITXX/I/NBO/A/000/999/3903N08440W005')"
1,"('KZID/QITXX/I/NBO/A/000/999/3903N08440W005', 'A)')"
1,"('B)', '2411251312')"
1,"('2411251312', 'E)')"
1,"('NA', 'CANCELED')"
1,"('NA.', '2411251834-2611251834EST')"
1,"('A2696/24', 'NOTAMC')"
1,"('NOTAMC', 'A2695/24')"
1,"('A2695/24', 'Q)')"
1,"('07', 'RWY')"
1,"('19R', 'RAI')"
1,"('CRANES', '676FT')"
1,"('676FT', 'MSL')"
1,"('BEGINNING', '752FT')"
1,"('752FT', 'NORTHEAST')"
1,"('33', '(2021-ASO-6636')"
1,"('(2021-ASO-6636', 'THRU')"
1,"('THRU', '6639-NRA)..')"
1,"('6639-NRA)..', '2410081910-2412151910EST')"
1,"('UNKNOWN)', '385341N0903005W')"
1,"('385341N0903005W', '(4.5NM')"
1,"('SW', 'SET)')"
1,"('SET)', '685FT')"
1,"('685FT', '(256FT')"
1,"('(ASR', '1240154)')"
1,"('1240154)', '381447.10N0902841.90W')"
1,"('381447.10N0902841.90W', '(20.2NM')"
1,"('(20.2NM', 'NNE')"
1,"('NNE', '1BT)')"
1,"('1BT)', '904.2FT')"
1,"('904.2FT', '(259.2FT')"
1,"('(259.2FT', 'AGL)')"
1,"('AIRSPACE', 'R3704A')"
1,"('R3704A', 'ACT')"
1,"('(ASR', '1032644)')"
1,"('1032644)', '384616.00N0984417.00W')"
1,"('384616.00N0984417.00W', '(6.9NM')"
1,"('SSE', 'RSL)')"
1,"('RSL)', '2962.6FT')"
1,"('2962.6FT', '(1122.7FT')"
1,"('(1122.7FT', 'AGL)')"
1,"('35', 'END')"
1,"('01R', 'U/S')"
1,"('IAP', 'GREAT')"
1,"('35,', 'ORIG-E...')"
1,"('ORIG-E...', 'DME')"
1,"('GPS,', 'BABSY')"
1,"('BABSY', '(GB)')"
1,"('(GB)', 'LOM')"
1,"('SERVICE.', '2411211331-2501151331EST')"
1,"('SYSTEM', 'PRECIPITATION')"
1,"('PRECIPITATION', 'U/S')"
1,"('(ASR', '1235512)')"
1,"('1235512)', '381256.80N0853233.20W')"
1,"('381256.80N0853233.20W', '(5.7NM')"
1,"('LOU)', '1012.1FT')"
1,"('1012.1FT', '(265.1FT')"
1,"('(ASR', '1324375)')"
1,"('1324375)', '382413.54N0954918.16W')"
1,"('382413.54N0954918.16W', '(7.6NM')"
1,"('(7.6NM', 'NW')"
1,"('NW', 'UKL)')"
1,"('UKL)', '1496FT')"
1,"('1496FT', '(345FT')"
1,"('(ASN', '2009-AEA-3366-OE)')"
1,"('2009-AEA-3366-OE)', '384439N0771131W')"
1,"('384439N0771131W', '(9.8NM')"
1,"('DCA)', '301FT')"
1,"('301FT', '(135FT')"
1,"('NORTH', 'HANGAR')"
1,"('HANGAR', 'APN')"
1,"('APN', 'S')"
1,"('S', 'ENTRANCE')"
1,"('(ASR', '1028540)')"
1,"('1028540)', '383844.00N0871121.00W')"
1,"('383844.00N0871121.00W', '(4.3NM')"
1,"('SW', 'DCY)')"
1,"('DCY)', '866.1FT')"
1,"('866.1FT', '(305.1FT')"
1,"('(ASR', '1253995)')"
1,"('1253995)', '381010.70N0775605.70W')"
1,"('381010.70N0775605.70W', '(6.9NM')"
1,"('(6.9NM', 'SE')"
1,"('SE', 'OMH)')"
1,"('OMH)', '631.9FT')"
1,"('631.9FT', '(256.9FT')"
1,"('OF', '381352N0852525W')"
1,"('381352N0852525W', '(11NM')"
1,"('(11NM', 'E')"
1,"('LOU)', 'SFC-300FT')"
1,"('(ASR', '1297171)')"
1,"('1297171)', '373432.90N1205124.50W')"
1,"('373432.90N1205124.50W', '(5.6NM')"
1,"('ESE', 'MOD)')"
1,"('MOD)', '221.1FT')"
1,"('221.1FT', '(102.0FT')"
1,"('(102.0FT', 'AGL)')"
1,"('(ASR', '1032921)')"
1,"('1032921)', '381001.40N0845225.20W')"
1,"('381001.40N0845225.20W', '(1.8NM')"
1,"('ESE', 'FFT)')"
1,"('FFT)', '1014.1FT')"
1,"('1014.1FT', '(202.1FT')"
1,"('AERODROME', 'ARFF')"
1,"('ARFF', 'IS')"
1,"('IS', 'REDUCED')"
1,"('OF', 'SERVICE;')"
1,"('SERVICE;', 'USAF')"
1,"('USAF', 'CAT')"
1,"('5', 'DUE')"
1,"('TO', 'AGENT')"
1,"('AGENT', 'SHORTAGE,')"
1,"('SHORTAGE,', '9,000')"
1,"('9,000', 'GALS')"
1,"('GALS', 'REMAINING.')"
1,"('12', '7000FT')"
1,"('7000FT', 'DIST')"
1,"('14L', 'FICON')"
1,"('AT', '2406230842.')"
1,"('(ASR', '1250393)')"
1,"('1250393)', '375910.40N0845249.10W')"
1,"('375910.40N0845249.10W', '(11.8NM')"
1,"('S', 'FFT)')"
1,"('FFT)', '1164.0FT')"
1,"('1164.0FT', '(299.9FT')"
1,"('B)', '2411251631')"
1,"('2411251631', 'E)')"
1,"('19L', 'PAPI')"
1,"('01R', 'LOC/GP')"
1,"('(ASN', '2023-AEA-15927-OE)')"
1,"('2023-AEA-15927-OE)', '384855N0770224W')"
1,"('384855N0770224W', '(2.2NM')"
1,"('DCA)', '230FT')"
1,"('230FT', '(202FT')"
1,"('ROSE', 'CLSD')"
1,"('36C', 'ALS')"
1,"('/BQM/', 'NAV')"
1,"('(ASR', '1273601)')"
1,"('1273601)', '381306.90N0804123.20W')"
1,"('381306.90N0804123.20W', '(3.0NM')"
1,"('(3.0NM', 'SW')"
1,"('SW', '3I4)')"
1,"('3I4)', '3127.6FT')"
1,"('3127.6FT', '(364.8FT')"
1,"('(364.8FT', 'AGL)')"
1,"('OBST', 'ANTENNA')"
1,"('ANTENNA', '(ASN')"
1,"('UNKNOWN)', '374303N1221423W')"
1,"('374303N1221423W', '(.04NM')"
1,"('(.04NM', 'S')"
1,"('RWY', '12)')"
1,"('12)', '50FT')"
1,"('50FT', '(50FT')"
1,"('EFFECT', 'OCT')"
1,"('OCT', '1,')"
1,"('1,', '2024')"
1,"('2024', '-')"
1,"('-', 'APR')"
1,"('APR', '30,')"
1,"('30,', '2025')"
1,"('(ASR', '1263484)')"
1,"('1263484)', '380628.60N0812219.60W')"
1,"('380628.60N0812219.60W', '(19.1NM')"
1,"('(19.1NM', 'SSE')"
1,"('CRW)', '2328.7FT')"
1,"('2328.7FT', '(255.9FT')"
1,"('DA', '478/HAT')"
1,"('478/HAT', '323')"
1,"('580/HAT', '425')"
1,"('CHANGE', 'VDP')"
1,"('READ:', '*1.2')"
1,"('*1.2', 'NM')"
1,"('RW12.', '2304121314-2504121314EST')"
1,"('TWY', 'M3')"
1,"('M3', 'HLDG')"
1,"('ORIG...', 'FOR')"
1,"('-17C', '(2F)')"
1,"('(2F)', 'OR')"
1,"('(130F).', '2307101344-2507101344EST')"
1,"('TPH', 'NAV')"
1,"('OF', '385110N0864841W')"
1,"('385110N0864841W', '(20NM')"
1,"('(20NM', 'SW')"
1,"('SW', 'BMG)')"
1,"('BMG)', 'SFC-1199FT')"
1,"('SFC-1199FT', 'AGL')"
1,"('TACAN', 'NOT')"
1,"('(ASR', '1003524)')"
1,"('1003524)', '383809.00N0901145.00W')"
1,"('383809.00N0901145.00W', '(0.9NM')"
1,"('NW', 'MO7)')"
1,"('MO7)', '996.7FT')"
1,"('996.7FT', '(527.6FT')"
1,"('(527.6FT', 'AGL)')"
1,"('(ASR', '1221186)')"
1,"('1221186)', '384806.90N0885328.10W')"
1,"('384806.90N0885328.10W', '(10.2NM')"
1,"('(10.2NM', 'NNE')"
1,"('NNE', 'SLO)')"
1,"('SLO)', '905.8FT')"
1,"('905.8FT', '(315.0FT')"
1,"('A4286/24', 'NOTAMC')"
